author,comments,country,crawled,domain_rank,language,likes,main_image,ord_in_thread,participants_count,published,replies_count,section_title,shares,site,spam_score,text,title,type,uuid
IgnatiusReilly,0,US,2017-06-10T08:01:35.085+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/09/d1a789a1-ea6a-4821-a165-6266e04f1b09/pegues-sessions-comey-2017-6-9.jpg,21,13,2017-06-10T02:59:00.000+03:00,45,Home - CBSNews.com,0,cbsnews.com,0.0,Bumping into someone at a cocktail party doesn't constitute a meeting.,How does Attorney General Jeff Sessions fit into the Comey controversy?,normal,b9a236d65c78382a725998ea185936cb127206fc
Pink Phloyd,0,US,2017-06-10T08:01:35.095+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/09/d1a789a1-ea6a-4821-a165-6266e04f1b09/pegues-sessions-comey-2017-6-9.jpg,23,13,2017-06-10T02:59:00.000+03:00,45,Home - CBSNews.com,0,cbsnews.com,0.0,"@ IgnatiusReilly Please! Ugh! That cross eyed, lemon sucking mouthed hag makes me sick!",How does Attorney General Jeff Sessions fit into the Comey controversy?,normal,12afbaef1c739b6003b5dcbdc0d9c8b730782e72
Obamanomo,0,US,2017-06-10T08:01:35.096+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/05/26/0c959229-d9d0-4b76-bebf-900713a56d49/rtx37one.jpg,1,7,2017-06-10T06:46:00.000+03:00,6,Home - CBSNews.com,0,cbsnews.com,0.0,"Misdemeanor.
Pay the fine and life goes on.

And for the libtards that predicted prison / jail time LOL!","U.S. Rep.-elect Greg Gianforte to plead guilty to assaulting reporter, prosecutor says",normal,89f29fafe4670227fa5a8644f557177a9f9a873f
IgnatiusReilly,0,US,2017-06-10T08:01:35.099+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/08/95f790a8-03c5-43b6-bfab-52ad08111163/gettyimages-693753868.jpg,45,20,2017-06-09T14:39:00.000+03:00,47,Home - CBSNews.com,0,cbsnews.com,0.0,"This is a guy who by his height and looks got attention and deference all through his life. You can't trust people like that. Plus gravity is working against getting enough blood to his brain. When he describes the little dialogues with himself in his head rather than speaking out about what he felt was improper, it shows he's a sneaky wimp. Everything was fine, as long as he got a paycheck.",James Comey testimony: What are the enduring questions?,normal,8cf52e27a992cd1371d4d9156839acda907ff2f7
SaleonTinfoil,0,US,2017-06-10T08:01:35.104+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/08/7ac3a16b-1803-41a0-a06a-a817cf0e3816/ap-17023368201857-copy.jpg,5,14,2017-06-10T03:09:00.000+03:00,40,Home - CBSNews.com,0,cbsnews.com,0.0,Roger Ebert just gave Donny Piss-a-phile two tiny orange thumbs down. Lil Jeffy gets his suits off the 12 and under rack.,"In “he said, he said” with Trump, Comey has distinct advantage on Capitol Hill",normal,02dccdc14ae668607ec6c48d201e9e3bcd91e77d
NoLeaderInUSA,0,US,2017-06-10T08:01:35.117+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/08/7ac3a16b-1803-41a0-a06a-a817cf0e3816/ap-17023368201857-copy.jpg,23,14,2017-06-10T03:09:00.000+03:00,40,Home - CBSNews.com,0,cbsnews.com,0.0,"What judge would want to suffer this lying clown going 'I don't recall' all damned day?? 
Reagan holds the record.
Yep, the record would be smashed...","In “he said, he said” with Trump, Comey has distinct advantage on Capitol Hill",normal,d1663a938adefe7de121a4fa44de97459cb6634e
DonaldShouldDuck,0,US,2017-06-10T08:01:35.123+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2016/12/08/1af466da-c542-42f5-829c-3f7b6c6809b6/mittromney.jpg,17,13,2017-06-10T00:56:00.000+03:00,17,Home - CBSNews.com,0,cbsnews.com,0.0,"What? He was playing golf and then....
The golf is our national backchannel!",Mitt Romney says Hillary Clinton advised him to take secretary of state job,normal,ca20335868067e835f74d0e5ef15790f37242257
waaaah_liberal,0,US,2017-06-10T08:01:35.131+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/02/24/d5d1d2f9-a223-4b99-ace9-531a64ec4df2/2017-02-02t223254z-1757670666-rc1df0a7d4f0-rtrmadp-3-usa-trump-uber.jpg,2,3,2017-06-09T23:47:00.000+03:00,2,Home - CBSNews.com,0,cbsnews.com,0.0,This guy is shaping up to be the next Rep candidate for the white house.,Uber CEO Travis Kalanick's email detailing company sex guidelines surfaces,normal,9aed1606652d498f058bf9fb1817e7cd367581b0
WhiskyEnthusiast,0,US,2017-06-10T08:01:35.134+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/08/7ac3a16b-1803-41a0-a06a-a817cf0e3816/ap-17023368201857-copy.jpg,38,14,2017-06-10T03:09:00.000+03:00,40,Home - CBSNews.com,0,cbsnews.com,0.0,Polls can be wrong.,"In “he said, he said” with Trump, Comey has distinct advantage on Capitol Hill",normal,c34ddc5a0fe07e239db70902cae6a49af59f423b
SaleonTinfoil,0,US,2017-06-10T08:01:35.146+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/05/26/0c959229-d9d0-4b76-bebf-900713a56d49/rtx37one.jpg,6,7,2017-06-10T06:46:00.000+03:00,6,Home - CBSNews.com,0,cbsnews.com,0.0,The first congressman with an ankle bracelet. Classy. I wonder how many times a week he confuses his wife for a punching bag.,"U.S. Rep.-elect Greg Gianforte to plead guilty to assaulting reporter, prosecutor says",normal,af4fefd54583f9ca72443359712283c5c03b52ca
AwakeAtTheWheel,0,US,2017-06-10T08:01:35.200+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/09/206747db-c23f-46f5-9778-ffe7809887b6/gettyimages-694230672.jpg,31,23,2017-06-09T20:32:00.000+03:00,43,Home - CBSNews.com,0,cbsnews.com,0.0,Obama would never wiretap. Ask Merkel.,Watch Live: Trump press conference,normal,997db60233b8a875b233d40257f866efd02ac8bd
FlatIronBob,0,US,2017-06-10T08:01:35.201+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/08/7ac3a16b-1803-41a0-a06a-a817cf0e3816/ap-17023368201857-copy.jpg,18,14,2017-06-10T03:09:00.000+03:00,40,Home - CBSNews.com,0,cbsnews.com,0.0,"@ M#A#X. Yes, two months in Barbados at a 5 star hotel. that'll teach 'em.","In “he said, he said” with Trump, Comey has distinct advantage on Capitol Hill",normal,bcfd22b86c672a06e21d8f9f816940d559fb82af
James Mackintosh,0,US,2017-06-10T12:42:46.011+03:00,387.0,english,4,https://si.wsj.net/public/resources/images/BN-TU540_36nHl_TOP_20170609094737.jpg,0,1,2017-06-09T16:25:00.000+03:00,0,"News Article Archive from M06 09, 2017 - Wsj.com",4,wsj.com,0.0,"“I don’t know what I want, but I know how to get it,” snarled the Sex Pistols’ Johnny Rotten in “Anarchy In The UK.” A surge of voter support for another 1970s throwback , Labour leader Jeremy Corbyn, has plunged the U.K. into chaos, while leaving observers scratching their heads as to what the country actually voted for.
The snap election on Thursday backfired badly on Prime Minister Theresa May, leaving no party with overall control in Parliament and making a mockery of her “strong and stable” campaign theme. But the... RELATED VIDEO U.K. Election: Three Things to Know About Market Reaction U.K. voters delivered a shock election result that led the ruling Conservative party to lose its parliamentary majority. Markets reporter Christopher Whittall explains how the markets reacted to the hung parliament. ",Don’t Bet Money on Britain’s Broken Politics,normal,14e9fd60fd116b10e3c9f1d843bb639e63ad3d07
Sam Goldfarb,0,US,2017-06-10T12:44:12.000+03:00,387.0,english,2,https://si.wsj.net/public/resources/images/BN-TU550_30TXq_TOP_20170609103537.jpg,0,1,2017-06-09T23:46:00.000+03:00,0,"News Article Archive from M06 09, 2017 - Wsj.com",2,wsj.com,0.0,"U.S. government bonds edged lower Friday, marking the third straight session of declines, as traders continued to pare bets that had driven yields to their lowest level in nearly seven months.
The yield on the benchmark 10-year Treasury note settled at 2.201%, compared with 2.195% Thursday. Yields rise as bond prices fall.
Demand for... ","U.S. Bonds Move Lower as Focus Shifts to Auctions, Fed Meeting",normal,496965363146cf9e05af40616b1aa16da8f6beff
Ryan Tracy,0,US,2017-06-10T12:44:52.000+03:00,387.0,english,12,https://si.wsj.net/public/resources/images/BN-TU743_banket_TOP_20170609153528.jpg,0,1,2017-06-10T00:37:00.000+03:00,0,"News Article Archive from M06 09, 2017 - Wsj.com",12,wsj.com,0.002,"The acting head of a top U.S. banking regulator has temporarily recused himself from matters involving 80 banks, law firms and other entities, according to documents made public Friday.
The recusal list for Keith Noreika, a former banking lawyer who the Trump administration named acting Comptroller of the Currency in early May, includes J.P. Morgan Chase & Co. to Bank of America Corp. and other large banks the agency... ",Acting U.S. Banking Regulator Is Recused From Decisions on Many Banks,normal,01e73805f1bdc3231354bd3643ea14b4d114285a
James R. Hagerty,0,US,2017-06-10T12:45:08.000+03:00,387.0,english,93,https://si.wsj.net/public/resources/images/BN-TU059_obitkh_TOP_20170608130031.jpg,0,1,2017-06-09T18:00:00.000+03:00,0,"News Article Archive from M06 09, 2017 - Wsj.com",93,wsj.com,0.05,"He was best known as a middleman arranging arms sales to Saudi Arabia, but Adnan Khashoggi was also happy to traffic in real estate, asphalt, livestock and even peace.
In the mid-1990s, when he was trying to spur peace negotiations and business dealings between Israel and neighboring states, a friend Quote: d Mr. Khashoggi as saying, “If we can’t make peace, perhaps we can make money.”
The problem was that peace never arrived,... ","Adnan Khashoggi, Saudi Go-Between, Tried to Profit on War and Peace",normal,2f2cfdae15581223d91b6c27cdff6fe3ba0c3e98
Margot Patrick,0,US,2017-06-10T12:46:03.002+03:00,387.0,english,2,https://si.wsj.net/img/WSJ_Logo_black_social.gif,0,1,2017-06-10T07:31:00.000+03:00,0,"News Article Archive from M06 09, 2017 - Wsj.com",2,wsj.com,0.0,"LONDON—Shares in Britain’s banks fell Friday on worries about the economy faltering in an uncertain U.K. political climate.
Prime Minister Theresa May said she will form a government and is looking for support from the Democratic Unionist Party, a small Northern Irish party, after her Conservative party failed to win a majority in Thursday’s snap election.
Shares in Royal Bank of Scotland Group PLC, Barclays PLC, Lloyds Banking... ",British Banks Brace for Election Wobble,normal,225023f20b402079786996445396e61bd1d68acd
Daisy Maxey,0,US,2017-06-10T12:47:32.009+03:00,387.0,english,2,https://si.wsj.net/public/resources/images/BN-TU656_1ULEl_TOP_20170609130741.jpg,0,1,2017-06-09T21:27:00.000+03:00,0,"News Article Archive from M06 09, 2017 - Wsj.com",2,wsj.com,0.0,"PNC Investments LLC has begun offering mutual-fund share classes stripped of any distribution fees in its tax-qualified brokerage retirement accounts, a move that coincides with the deadline for initial implementation the Labor Department’s fiduciary rule.
Such lower-cost shares are now being launched by many fund companies in part to help advisers and brokers comply with the new retirement-savings rule, which is aimed at curbing conflicted advice on retirement accounts. The rule will require that financial advisers who... ","PNC, in Fiduciary Move, Offers ‘Clean’ Mutual Fund Shares",normal,0b4b6ca33df31c972b58eba204a3b3e876fde820
Laurie L. Patton,0,US,2017-06-10T12:47:58.006+03:00,387.0,english,538,https://si.wsj.net/public/resources/images/BN-TU877_MIDDLE_TOP_20170609181140.jpg,0,1,2017-06-09T18:46:00.000+03:00,0,"News Article Archive from M06 09, 2017 - Wsj.com",538,wsj.com,0.0,"In my inaugural address as the new president of Middlebury College a year and a half ago, I spoke of my hope to create a robust public square on campus. I said that I wanted Middlebury to be a community whose members engage in reasoned, thoughtful debate openly and without fear, where we are resilient in argument and generous to those we disagree with, and where the conversational circle expands to take in more and more people. I had no illusions about how difficult and messy it might be to achieve these goals, but I also had... To Read the Full Story Subscribe Sign In",The Right Way to Protect Free Speech on Campus,normal,f6a79b69fb6337bb13341dd2fa057cdbb53ce8f5
Joe Palazzolo,0,US,2017-06-10T12:49:12.008+03:00,387.0,english,996,https://si.wsj.net/public/resources/images/BN-TU899_32e4a_TOP_20170609200918.jpg,0,1,2017-06-10T04:14:00.000+03:00,0,"News Article Archive from M06 09, 2017 - Wsj.com",996,wsj.com,0.011,"Government lawyers said Friday that the U.S. Constitution permits President Donald Trump’s hotels and other businesses to accept payments from foreign governments, in response to a lawsuit alleging such payments violate the Constitution.
Instead of divesting after he was elected president, Mr. Trump put his business assets into a trust and let his two adult sons run the Trump Organization.

Citizens for Responsibility and...  ",Justice Department Argues Trump’s Businesses Can Accept Foreign Payments,normal,6b7e8b886377ccedaf825f2f591585abd07af6eb
wsjcom,0,US,2017-06-10T12:49:28.000+03:00,387.0,english,4,https://si.wsj.net/public/resources/images/BN-TS126_1deduc_TOP_20170602170403.jpg,0,1,2017-06-10T00:42:00.000+03:00,0,"News Article Archive from M06 09, 2017 - Wsj.com",4,wsj.com,0.004,"Was it just an accident that the June 8 letters all came from blue states that pay more in federal taxes than they get back? The writers complain this is unfair. Don’t they see the hypocrisy of their complaint? The states that get the perks are the neediest, taking from the most blessed.
If the overly expensive and unsustainable ObamaCare, for example, is what those states want, they should be more than happy to donate their “excess” to the neediest with a smile, no questions asked, just as the rest of us are asked to do... ",The Blue State Progressives Should Be Pleased to Share,normal,8f87096d6b6068290f7d1f91ae5f16299c764116
Paul Vieira,0,US,2017-06-10T12:49:50.000+03:00,387.0,english,32,https://si.wsj.net/public/resources/images/BN-TU527_2WyBK_TOP_20170609084826.jpg,0,1,2017-06-09T17:40:00.000+03:00,0,"News Article Archive from M06 09, 2017 - Wsj.com",32,wsj.com,0.021,"OTTAWA—Employment in Canada rose for a sixth straight month in May, besting market expectations by a wide margin, while the unemployment rate rose because more people went looking for work amid improving economic conditions.
Gains were led by full-time jobs in the private sector, another signal Canadian companies believe sales prospects are on the upswing. The result comes on the heels of strong economic growth in the first quarter... ","Canada Adds 54,500 Jobs in May in Latest Boost to Outlook",normal,904a89e7ec5fa41e0d5c195cdd8346bac1962d51
Melissa Korn,0,US,2017-06-10T12:50:19.000+03:00,387.0,english,360,https://si.wsj.net/public/resources/images/BN-TU352_MEDSCH_TOP_20170608194727.jpg,0,1,2017-06-09T19:21:00.000+03:00,0,"News Article Archive from M06 09, 2017 - Wsj.com",360,wsj.com,0.0,"Health-care officials are turning to a slew of potential fixes to their doctor shortages, including opening the door wider for graduates of foreign schools, creating new medical schools from scratch and lobbying for funding to add residency slots so a new generation of doctors can be fully trained.
Sens. Bill Nelson (D., Fla.), Dean Heller (R., Nev.) and Charles Schumer (D., N.Y.) on Wednesday introduced legislation that would provide Medicare funding for an additional 3,000 residency positions a year for five years. It... ","In Search for More Doctors, New Training Efforts Grow",normal,92f7a7e552854d01b6b60a12274c6008099b3d88
Paul Berger,0,US,2017-06-10T12:50:39.001+03:00,387.0,english,3,https://si.wsj.net/public/resources/images/BN-TU347_31Yui_TOP_20170608193114.jpg,0,1,2017-06-09T17:00:00.000+03:00,0,"News Article Archive from M06 09, 2017 - Wsj.com",3,wsj.com,0.0,"NJ Transit will reveal Friday a revised travel schedule that will affect tens of thousands of New Jersey commuters at New York Penn Station this summer.
The railroad will redirect all weekday Morris and Essex Lines Midtown Direct trains that arrive into New York after 7 a.m. to Hoboken. There, commuters will have a free transfer to the PATH rail... ",NJ Transit to Unveil Revised Summer Schedule Friday,normal,16a75ff5550f689541cc83fd9fa3ce8f1686ed6f
wsjcom,0,US,2017-06-10T12:51:23.001+03:00,387.0,english,16,https://si.wsj.net/public/resources/images/BN-TS016_NATION_TOP_20170602123413.jpg,0,1,2017-06-10T00:46:00.000+03:00,0,"News Article Archive from M06 09, 2017 - Wsj.com",16,wsj.com,0.001,"In the essay “The Case for Nations” (Review, June 3) Roger Scruton renders a cogent explanation for its imperative. However, he unnecessarily states that the clash of civilizations is “between two forms of membership—the national, which tolerates difference, and the religious, which does not.” Mr. Scruton soundly points out his objection to theocracies. However, religionists who reject such dogma (such as those with Judeo-Christian values) don’t pose problems for nationhood, and secular totalitarian countries violate his case. The key for the sovereignty of the people is in their free exercise of conscience and the... ",Will Nation States Go the Way of the Dodo?,normal,ac5b58d00278839d8a9c9041b023c66c08766ffb
Lara O’Reilly,0,US,2017-06-10T12:51:42.009+03:00,387.0,english,0,https://si.wsj.net/public/resources/images/BN-TJ294_33rXb_TOP_20170509174843.jpg,0,1,2017-06-09T15:45:00.000+03:00,0,"News Article Archive from M06 09, 2017 - Wsj.com",0,wsj.com,0.161,"0 COMMENTS Good morning. What. A. Day. I think we can now safely say that the only thing you can be certain about in politics is that you can never be certain of anything. And “uncertainty” isn’t a word anyone in the world of advertising wants to hear, as it usually means marketers are going to hold back on making big decisions and spending money.
“Lordy, I Hope There Are Tapes” Former FBI Director James Comey’s dramatic testimony Thursday was must-see TV: in the traditional sense, on internet livestreams and even in Russia , as the New York Post reports. Bars opened early and offices canceled their meetings as the U.S. stopped in its tracks to watch Mr. Comey accuse the Trump administration of lying and revealing he shared memos about his meetings with the president with a friend in order to leak the details to the press. TV ratings were likely to rocket (we don’t have the data yet), but, bizarrely, TV media-owner stocks—including shares of Fox, Comcast and Sinclair Broadcasting— took a dive Thursday . Nevertheless, in 2017, political hearings like these are turning into mainstream TV events , and some marketers could start to consider them more like “tentpoles” in terms of their ad placements.
Is Snap Crackling? Analysts at Nomura Instinet have voiced concerns about Snap’s ability to attract new users, pointing to data from app research company SensorTower that shows downloads of the Snapchat app have dropped 22% in the past two months, Fortune reports. What’s all the more worrying about that figure is that downloads of its more-established competitor, Instagram, have grown year over year. Nomura has slapped a “reduce” rating on Snap’s stock and lowered its estimates for the company’s revenue and profit for 2017 and 2018. Snap’s marketing to date has been sparse and subtle. If you’re a Snapchat user, you’ll know what that little ghost in your TSA tray at the airport is all about, but everyone else is probably clueless. It’s time to drop the nonchalant act and switch to user-acquisition to explain why people should download Snapchat if they’ve already got Instagram on their phones
Chinese Takeout China’s three biggest internet giants—Alibaba, Tencent and Baidu—are competing on a new battleground: to be the leaders in lifestyle. As The Wall Street Journal reports, the rivals are making frenzied investments to back lifestyle apps that do everything from hailing rides to booking vacations. Here’s why: “The data those services yield gives the companies more power to target consumers with tailored advertising, helping them capture a larger slice of the online advertising pie.” With 731 million internet users in China, user growth is peaking on their existing services across search, video, gaming, shopping and social media, so the trio must tap new revenue streams. Marketers should keep an eye on what is happening in China because internet giants in the West are likely to follow the trend, too.
Facebreaks Facebook put out some stats detailing *shock* findings that people look at their phones during the commercial breaks on TV. In other news, I’m just compiling the final data point on my ad-break-to-toilet-visit ratio report. In all seriousness, this blog post is another attempt by Facebook to encourage marketers to shift their TV dollars to its platform. “Be careful of false equivalences,” the blog reads, which, funnily enough, is exactly what TV companies say when digital platforms try to play up the size of their audiences. Here’s something from the blog post everyone can agree on, though: “Measure results not seconds.” Quite right. As luck would have it, another report dropped earlier this month, from Neustar Media (backed by Horizon Media and Turner, a TV company, so make of that what you will) that found that over a seven-year period, TV dominated all other media when it comes to return on advertising investment .
Best of the rest Alexis Berger, the former senior vice president of sales at mobile ad tech company Kargo, has been awarded $40 million in a third-party arbitration. She claimed she was the victim of “gender discrimination, retaliation, equal-pay violation, violation of wage law and breach of contract.” Kargo disputes the allegations and plans to contest the decision. [ Adweek ]
Google launched its header bidding alternative, Exchange Bidding, out of private testing into open beta. [ AdExchanger ]
More brands are starting to use images to segment and target audiences online. [ Digiday ]
Warner Bros. has promoted JP Richards, its lead digital strategist, to become its chief data strategist. [ Variety ]
Taylor Swift’s music is returning to music streaming services, including Spotify’s ad-supported tier. The pop star previously protested that such platforms didn’t fairly compensate artists. [ New York Times ]
About Us Follow us on Twitter: @wsjCMO , @larakiara , @VranicaWSJ , @JackMarshall , @alexbruell , @srabil , @asharma
Subscribe to our morning newsletter, delivered straight to your inbox, at http://on.wsj.com/CMOTodaySignup .
Write to Lara O’Reilly at lara.oreilly@wsj.com",CMO Today: Comey’s Testimony; Snapchat Downloads Down; China’s Tech Giants Tackle Lifestyle,normal,ec6ababb491baef01194a89b66c9bb63fd256fce
David Polansky,0,US,2017-06-10T12:52:08.016+03:00,387.0,english,2,https://si.wsj.net/public/resources/images/BN-TT770_bkrvun_TOP_20170607173842.jpg,0,1,2017-06-10T01:27:00.000+03:00,0,"News Article Archive from M06 09, 2017 - Wsj.com",2,wsj.com,0.015,"It was the best of times, it was the worst of times, and it was something in between. Mike Rapport’s “The Unruly City”—his account of the experiences of Paris, New York and London during the Revolutionary Era of the late 18th century—runs the gamut. Throughout this highly readable book, the author interweaves the histories of the three cities from roughly the close of the Seven Years’ War in 1763 through the Thermidorian Reaction in 1794, when the French Revolution turned against the Terror.
Compared to their current... ",Revolutions in the Street,normal,1ffa72673a8af12b2d331b784da856741c74fe69
wsjcom,0,US,2017-06-10T12:52:40.013+03:00,387.0,english,3,https://si.wsj.net/public/resources/images/BN-TT756_bkrvfi_TOP_20170607172228.jpg,0,1,2017-06-10T01:01:00.000+03:00,0,"News Article Archive from M06 09, 2017 - Wsj.com",3,wsj.com,0.0,"Great Expectations By Charles Dickens (1861)
1. As heroes go, there is nothing very heroic about Pip Pirrip, who narrates Dickens’s 13th novel. Brought up as an orphan in the marshlands of Kent, he becomes nothing less than a mean-spirited snob once he has inherited his mysterious fortune. It is perhaps the genius of the book that we never dislike him. But Pip is a victim himself, manipulated by the depraved Miss Havisham, who is taking revenge on all mankind after being jilted on her wedding day, her weapon being her... ",Anthony Horowitz,normal,b8c4eb169101f12f91e27e776472e9a15984812d
Rachel Elbaum,0,US,2017-06-10T13:04:06.032+03:00,478.0,english,719,https://media3.s-nbcnews.com/j/newscms/2017_23/2033231/2017-05-25t155738z_1614685029_rc13a11be070_rtrmadp_3_usa-trump-nato_f693464c9bb6fd3c87933b80cabaf541.nbcnews-fp-1200-800.jpg,0,0,2017-06-10T08:00:00.000+03:00,0,,719,nbcnews.com,0.009,"LONDON — The so-called ""special relationship"" between the United States and Britain was forged on the beaches of Normandy 73 years ago.
This alliance, nurtured by presidents and prime ministers for decades, has taken a battering since President Donald Trump took office.
Trump criticized London Mayor Sadiq Khan after the most recent terror attack in the city and he has previously suggested British intelligence agencies spied on him during his campaign.
Both outbursts drew widespread condemnation throughout the U.K. and beyond, and raised the question: Are U.S.-U.K. ties irreparably damaged?
Most analysts would say the relationship may be a bit bruised but intact.
""The core of the relationship between the U.S. and U.K. rests on its nuclear, intelligence and special forces cooperation — and is usually protected from the vagaries of politics,"" said Tim Oliver of LSE Ideas, the foreign policy think tank of the London School of Economics. ""The U.S. and U.K. trust each other in ways we don’t trust anyone else in the world.""
That said, the usually courteous diplomatic relationship between the two nations may be a bit frayed.
After the terror attack on London Bridge and Borough Market , in which at least eight people died and 50 were wounded, Trump took to Twitter to describe Khan as ""pathetic.""
The president appeared to misinterpret Khan's comments that Londoners had ""no reason to be alarmed"" by the visible increase in armed police officers in the capital. Trump seemed to mistake the mayor’s words as a sign that he was soft on terrorism.
Khan then called for Trump’s expected state visit to the U.K. in October to be cancelled.
""I don’t think we should roll out the red carpet to the president of the USA in the circumstances where his policies go against everything we stand for,” Khan told British broadcaster Channel 4.
The spat was the latest example of tension between the U.S. and U.K. since Trump took office. In March, British intelligence agency GCHQ issued an angry denial of ""ridiculous"" comments Trump made suggesting that they spied on him at the behest of President Barack Obama.
And last month, Manchester police briefly stopped sharing intelligence after a series of leaks from the U.S. during its investigation into the bombing of the Ariana Grande concert in Manchester .
Meanwhile, May expressed regret over Trump’s decision to withdraw the U.S. from the Paris Climate Agreement, although she notably didn’t join European leaders’ joint statement in support of the agreement.
“ Trump’s vision is not resonating across Europe” Less than a week before the election, May’s delay in defending London’s mayor did little to help her campaign, experts say.
""It is possible and even likely that some voters turned away from Theresa May as a result of her hand-holding with Donald Trump in the final days of the campaign,"" said Brian Klaas, a fellow in Global and Comparative Politics at the London School of Economics. ""Trump's decision to attack London Mayor Sadiq Khan in the immediate aftermath of the London Bridge terror attack was seen, across party lines, as a disgraceful move.""
May flew to Washington, D.C., in February and was the first foreign leader to meet Trump after he was elected.
""Brits and Americans should value the special relationship — it is essential for strategic interests and shared values on both sides of the Atlantic,"" Klaas added. ""But that relationship is under even more strain as the next government will be so fragile that it cannot afford to take on political damage from Trump.""
May’s inability to secure a majority in the House of Commons for her Conservative Party was a shock to many in the U.K ., where her party held an approximate 20-point lead in the polls over the rival Labour Party when she called the election in April.
May's Conservatives retained the most seats — but she looked set to join forces with ultra-conservative lawmakers from Northern Ireland's Democratic Unionist Party to form a minority government.
""I don’t think that the relationship between the U.S. and U.K. was the key driver of the election by any stretch, but it’s clear that it didn’t play to May’s advantage,"" said Leslie Vinjamuri, an associate fellow for the U.S. and Americas program at Chatham House, a London-based think tank.
""The contours of this election demonstrate that the youth care about globalization and liberalism, things that Trump has distanced himself from,"" Vinjamuri added. ""Trump’s vision is not resonating across Europe. It suggests that there is support in the U.K. for having close relationship with Europe and being international player, issues that are challenged in current era of American politics.""","Is U.S.-U.K. Relationship Still 'Special' After Trump Spats, Shock Vote - NBC News",normal,4a95bac40c4d3d459fb268e2dfcc8cbbc968498c
